sbd,yy,toan,van,khxh,khtn,ls,dl,gdcd,sh,vl,hh,ta
2027511,2002,7.8,6.25,-1,6.5,-1,-1,-1,6,6.75,6.75,9
2027512,2002,7.4,6.5,-1,6.25,-1,-1,-1,5,8.25,5.5,8.4
2027513,2002,8.4,7.5,-1,5.5,-1,-1,-1,4.25,7.5,4.75,8.6
2027514,2002,7.6,7.5,-1,6.5,-1,-1,-1,6.75,6.25,6.5,6.4
2027515,2002,8.2,7.75,6,-1,4.25,5.25,8.5,-1,-1,-1,6.4
2027516,2002,8,8,6.25,-1,5.25,6,7.5,-1,-1,-1,7.2
2027517,2002,7,7,6.5,-1,5.25,6.75,7.5,-1,-1,-1,4.4
2027518,2002,9,7.75,-1,6.5,-1,-1,-1,5,6.25,8.25,8.4
2027519,2002,7.6,7.75,6.25,-1,4.75,6.5,7.5,-1,-1,-1,5.2
2027520,2002,7.4,7,6.08,-1,4.5,6.5,7.25,-1,-1,-1,4.8
2027521,2001,6.4,7.5,6.58,-1,5.25,7,7.5,-1,-1,-1,-1
2027522,2002,6.6,6.75,5.42,-1,4.5,5.25,6.5,-1,-1,-1,4.2
2027523,2002,9,5.5,-1,7.17,-1,-1,-1,6,8.25,7.25,8.8
2027524,2000,4.8,6.75,5.92,-1,4.5,6.75,6.5,-1,-1,-1,-1
2027525,2002,7.6,6,-1,6.58,-1,-1,-1,4.5,7.5,7.75,6.6
2027526,2002,8,6.25,-1,6.08,-1,-1,-1,5.75,4,8.5,8.4
2027527,2002,7.6,6.5,-1,4.67,-1,-1,-1,3.5,6.25,4.25,3
2027528,2002,8.6,7.75,-1,7.25,-1,-1,-1,7.25,5.75,8.75,9
2027529,2001,7.2,6.75,5.25,-1,3,5,7.75,-1,-1,-1,4.4
2027530,2002,7.8,7.75,7.08,-1,5,7.25,9,-1,-1,-1,7.6
2027531,2002,8.6,7.5,-1,6.5,-1,-1,-1,7.5,4,8,7.6
2027532,2002,7.8,7.5,5.17,-1,5,3.75,6.75,-1,-1,-1,4.2
2027533,2002,8.8,8,-1,7.33,-1,-1,-1,6,8,8,7.2
2027534,2002,8.4,8.25,-1,5.67,-1,-1,-1,5,4,8,7.6
2027535,2002,6.8,7.25,-1,4.75,-1,-1,-1,4,5,5.25,7.4
2027536,2001,6.4,7.25,6.5,-1,5.5,6.5,7.5,-1,-1,-1,5.4
2027537,2002,8.2,8.5,8.33,-1,8,7.75,9.25,-1,-1,-1,8.6
2027538,2002,7.6,8.5,7.75,-1,7.25,7.25,8.75,-1,-1,-1,8.4
2027539,2002,9,8,8.75,-1,8.25,8.25,9.75,-1,-1,-1,9
2027540,2002,7.8,6.5,-1,5.42,-1,-1,-1,4,6.25,6,5.2
2027541,2002,8.8,6,-1,8,-1,-1,-1,9.25,6.5,8.25,7.6
2027542,2002,8.6,8,-1,6.17,-1,-1,-1,6,4.75,7.75,7.8
2027543,2002,9.4,8,-1,6.83,-1,-1,-1,6.5,7.5,6.5,7.2
2027544,2002,8.6,8,8.08,-1,6,8.75,9.5,-1,-1,-1,7.2
2027545,2002,7.8,7,4.33,-1,1.5,6,5.5,-1,-1,-1,4.8
2027546,2002,6.8,8,7.25,-1,6,7.5,8.25,-1,-1,-1,8.4
2027547,2002,8.6,8,-1,6.58,-1,-1,-1,5.5,6.75,7.5,8.6
2027548,2002,9,8.25,-1,7.5,-1,-1,-1,8.5,5.75,8.25,8
2027549,2002,6.8,5.25,5.75,-1,3.5,5.75,8,-1,-1,-1,4
2027550,2002,8.4,6.75,-1,6.92,-1,-1,-1,6,7,7.75,7
2027551,2002,8.2,8.25,-1,6.25,-1,-1,-1,4.75,7,7,7
2027552,2002,8.8,8.5,5.92,-1,4,5.25,8.5,-1,-1,-1,8.2
2027553,2002,8.6,8.5,6.67,-1,4.5,8,7.5,-1,-1,-1,7
2027554,2002,7.6,7.75,7.67,-1,6,8,9,-1,-1,-1,8.2
2027555,2002,8.8,7.5,7.17,-1,6,7.5,8,-1,-1,-1,6.6
2027556,2002,8.6,7,-1,7.67,-1,-1,-1,8.75,5.5,8.75,6.6
2027557,2002,6.8,7.5,7.42,-1,6,8,8.25,-1,-1,-1,4.8
2027558,2002,8.6,7.75,6.5,-1,4.25,6.5,8.75,-1,-1,-1,4.8
2027559,2002,7.6,7,-1,5.17,-1,-1,-1,4.75,5.25,5.5,7.4
2027560,2002,8.2,6.75,-1,5.33,-1,-1,-1,5,4.25,6.75,7.8
2027561,2002,8.4,6.25,-1,6.92,-1,-1,-1,5.75,8,7,7
2027562,2002,8,5,-1,5.75,-1,-1,-1,5,6,6.25,5
2027563,2002,7.6,5.75,7,-1,5,6.5,9.5,-1,-1,-1,9
2027564,2002,8.8,7.5,-1,7.33,-1,-1,-1,5.25,8.5,8.25,8.2
2027565,2002,9.2,5.75,-1,6.67,-1,-1,-1,6.5,7.75,5.75,9
2027566,2002,9.6,5.5,-1,7.17,-1,-1,-1,6.25,7.75,7.5,9.6
2027567,2002,7.4,7.25,-1,4.58,-1,-1,-1,3.75,6.25,3.75,6.6
2027568,2002,8.6,6,-1,6.92,-1,-1,-1,4.5,8,8.25,6.8
2027569,2002,6,7.5,6.17,-1,4,6,8.5,-1,-1,-1,5.8
2027570,2002,8.4,7.75,-1,7.42,-1,-1,-1,6.25,8.25,7.75,6.2
2027571,2002,6.8,7,-1,4.75,-1,-1,-1,4.5,5.75,4,9.6
2027572,2002,8.6,6.75,-1,6.67,-1,-1,-1,5.75,6.5,7.75,3.6
2027573,2002,9.2,7,-1,7.42,-1,-1,-1,5.5,8.5,8.25,6.4
2027574,2002,8.6,6.75,-1,7.08,-1,-1,-1,7.5,5.75,8,4.8
2027575,2002,6.4,7.5,6.33,-1,4.5,6,8.5,-1,-1,-1,8.8
2027576,2002,7.4,7.25,-1,5.58,-1,-1,-1,4.75,7.25,4.75,8.8
2027577,2002,8.6,8.25,-1,6.92,-1,-1,-1,6,7,7.75,7.8
2027578,2002,8.4,6.5,-1,5.5,-1,-1,-1,4.75,6.5,5.25,8.8
2027579,2002,7.2,6.5,-1,5.75,-1,-1,-1,4.5,6.25,6.5,7.8
2027580,2002,6.4,6.5,6.17,-1,4.25,6.5,7.75,-1,-1,-1,7.2
2027581,2002,7.8,8,5.5,-1,4.25,5.25,7,-1,-1,-1,8.6
2027582,2002,9,6.25,-1,7.17,-1,-1,-1,6,8.5,7,8.4
2027583,2002,9.2,8.5,-1,5.5,-1,-1,-1,5.25,6.75,4.5,8.2
2027584,2002,8.2,8.25,6.75,-1,5.25,6.75,8.25,-1,-1,-1,7.8
2027585,2002,8,5,-1,7.5,-1,-1,-1,7,7.5,8,7.2
2027586,2002,8,7.25,-1,6.75,-1,-1,-1,3,8.75,8.5,7.8
2027587,2002,7.6,7,-1,5.33,-1,-1,-1,4,5.75,6.25,5.6
2027588,2002,9.2,5.25,-1,6.83,-1,-1,-1,5,8.25,7.25,7.4
2027589,2002,8.8,8.25,-1,5.17,-1,-1,-1,5.25,2.75,7.5,7.4
2027590,2002,7.2,8,6.67,-1,5.25,7.25,7.5,-1,-1,-1,7.2
2027591,2002,7.8,7.5,-1,5.08,-1,-1,-1,5,5.75,4.5,7.2
2027592,2002,7.2,8,6.58,-1,6,6,7.75,-1,-1,-1,8.8
2027593,2002,9,5.5,-1,6.58,-1,-1,-1,7.5,4,8.25,4
2027594,2002,8,6.25,-1,6.42,-1,-1,-1,5.75,7.25,6.25,7
2027595,2002,8,6.75,-1,7.17,-1,-1,-1,6.5,7,8,6.8
2027596,2002,8.2,6.5,-1,4.92,-1,-1,-1,4.25,3,7.5,6.2
2027597,2002,7.2,6.5,-1,5.83,-1,-1,-1,4.75,6.75,6,5.6
2027598,2002,9.4,6.5,-1,6.08,-1,-1,-1,6,7.5,4.75,8
2027599,2002,5.6,7,-1,3.58,-1,-1,-1,3.5,3,4.25,5.4
2027600,2002,8.4,7.5,6.42,-1,4.5,6.25,8.5,-1,-1,-1,7.6
2027601,2002,9.2,8,-1,6.33,-1,-1,-1,5.25,8,5.75,9.2
2027602,2002,6.6,5,6.75,-1,4.5,6.75,9,-1,-1,-1,4.4
2027603,2002,8.8,7,7.08,-1,5.5,7,8.75,-1,-1,-1,8
2027604,2002,8.4,7,-1,6.33,-1,-1,-1,5,6.5,7.5,8.6
2027605,2002,8.4,7,-1,6.25,-1,-1,-1,6,8.25,4.5,8.6
2027606,2002,8.4,5.75,-1,5.75,-1,-1,-1,4.25,8,5,8.6
2027607,2002,8.4,5.75,-1,5.33,-1,-1,-1,4.5,7,4.5,7.6
2027608,2002,9,5.75,-1,6.67,-1,-1,-1,2.75,8.75,8.5,6.6
2027609,2002,9.2,8.25,-1,8.5,-1,-1,-1,8.25,8,9.25,4.8
2027610,2002,8.2,8,-1,6.5,-1,-1,-1,6.5,5.75,7.25,7
2027611,2002,7.6,6.5,-1,6.92,-1,-1,-1,6,7.5,7.25,3.8
2027612,2002,8.8,7,-1,6.33,-1,-1,-1,6,8.25,4.75,9
2027613,2002,8.4,5.25,-1,6.25,-1,-1,-1,5,8,5.75,7.6
2027614,2002,9.4,6,-1,7,-1,-1,-1,8,5,8,5.8
2027615,2002,8.6,6.5,-1,6.5,-1,-1,-1,6,8.5,5,8.4
2027616,2002,7.8,7.25,7.67,-1,7.25,7.5,8.25,-1,-1,-1,8.2
2027617,2002,8,8,-1,6,-1,-1,-1,5.75,6.75,5.5,7
2027618,2002,8.2,6,-1,5.5,-1,-1,-1,5.25,7.75,3.5,8.4
2027619,2002,6.6,6.25,-1,6.08,-1,-1,-1,5.25,6,7,4.8
2027620,2002,8,6.5,-1,5.5,-1,-1,-1,5.5,6.75,4.25,7.8
2027621,2002,7.4,7.75,-1,5.08,-1,-1,-1,6.75,4,4.5,5.4
2027622,2002,7.6,7,-1,7.58,-1,-1,-1,6.25,8.75,7.75,4.6
2027623,2002,8.6,7.5,-1,7.5,-1,-1,-1,6.25,8.5,7.75,7.4
2027624,2002,7.8,7.25,7.67,-1,6.5,7,9.5,-1,-1,-1,5.2
2027625,2002,7.6,6.25,-1,4.83,-1,-1,-1,4.25,6.75,3.5,6.4
2027626,2002,8,7,-1,5.75,-1,-1,-1,5.75,5.5,6,7.2
2027627,2002,8.2,8,-1,7.42,-1,-1,-1,6.75,8,7.5,7
2027628,2002,7.6,6.25,-1,6,-1,-1,-1,5.75,5.75,6.5,8.2
2027629,2002,8.2,7,-1,7.25,-1,-1,-1,8,4.75,9,5.8
2027630,2002,6.2,6.75,-1,5.58,-1,-1,-1,5.25,3.5,8,6.4
2027631,2002,8.8,8,-1,6.42,-1,-1,-1,5.5,7.5,6.25,7.8
2027632,2002,8.6,7.5,-1,6.5,-1,-1,-1,5.25,6.75,7.5,6.8
2027633,2002,8.4,7,-1,6.08,-1,-1,-1,4.25,6.25,7.75,6
2027634,2002,7.6,5,-1,5.33,-1,-1,-1,4.25,7.75,4,6.8
2027635,2002,8,5.5,-1,6.67,-1,-1,-1,5,7.5,7.5,5.2
2027636,2002,7,6.5,-1,5.5,-1,-1,-1,5,6.25,5.25,5
2027637,2002,8.4,6,-1,7,-1,-1,-1,5.5,7.75,7.75,6
2027638,2002,8,7.08,-1,5,-1,-1,-1,4.75,4.5,5.75,9.4
2027639,2002,8.6,7.25,-1,5.5,-1,-1,-1,4,7.25,5.25,7.8
2027640,2002,7.2,6.25,-1,6.25,-1,-1,-1,4.25,8.5,6,6
2027641,2002,7.6,6,-1,5.92,-1,-1,-1,5.25,6.75,5.75,6
2027642,2002,8.2,5.25,-1,7.08,-1,-1,-1,7,8.25,6,8.6
2027643,2002,8.6,7,-1,7.83,-1,-1,-1,7.75,7,8.75,7
2027644,2002,7.6,8,7.5,-1,5.5,8.25,8.75,-1,-1,-1,8.2
2027645,2002,6,8.25,-1,5.33,-1,-1,-1,4,6.5,5.5,6.2
2027646,2002,8.8,5.5,-1,6.83,-1,-1,-1,6.25,8.5,5.75,8
2027647,2002,8.2,7.75,6.25,-1,4,6.75,8,-1,-1,-1,6.8
2027648,2002,8.4,6,-1,4.17,-1,-1,-1,4.75,4.75,3,7.6
2027649,2002,7.2,4.25,-1,7,-1,-1,-1,5.5,7.25,8.25,4.4
2027650,2002,8.2,5.75,-1,6.33,-1,-1,-1,5.5,7.5,6,8.6
2027651,2002,7.8,7,-1,5.58,-1,-1,-1,3.5,5.5,7.75,7
2027652,2002,9,5.25,-1,7.42,-1,-1,-1,6.25,7.25,8.75,8
2027653,2002,6.8,7.25,-1,6,-1,-1,-1,6,5.5,6.5,4
2027654,2002,9,6.5,-1,7.25,-1,-1,-1,6.25,7.75,7.75,6.8
2027655,2002,9,6.5,-1,7.5,-1,-1,-1,6,8.5,8,5.2
2027656,2002,7,6.5,-1,4.08,-1,-1,-1,5,3.5,3.75,4.8
2027657,2002,8.8,7.75,-1,6,-1,-1,-1,5,7,6,8
2027658,2002,8,8,6.58,-1,4.25,6.5,9,-1,-1,-1,6.6
2027659,2002,8.8,7.25,-1,6.42,-1,-1,-1,4.25,8,7,4.6
2027660,2002,7.8,7.75,7.42,-1,6,7.5,8.75,-1,-1,-1,8.6
2027661,2002,8.6,7.25,-1,5.58,-1,-1,-1,4.75,6.25,5.75,7.6
2027662,2002,4,7.5,6.83,-1,5,7.5,8,-1,-1,-1,7.6
2027663,2002,7.4,7,-1,6.08,-1,-1,-1,5.5,5.75,7,4.8
2027664,2002,8.6,6.75,-1,7.75,-1,-1,-1,7,8,8.25,8.2
2027665,2002,8.6,7.25,7.75,-1,6,8.25,9,-1,-1,-1,8
2027666,2002,8,6.25,-1,7.42,-1,-1,-1,7.25,8.75,6.25,7
2027667,2002,8.6,7.25,7.92,-1,7,7.75,9,-1,-1,-1,8.6
2027668,2002,7.2,7,7,-1,6.5,6.5,8,-1,-1,-1,6.6
2027669,2002,6.8,6.75,-1,5.5,-1,-1,-1,4.5,7.5,4.5,4.6
2027670,2002,8.8,6.5,-1,6.25,-1,-1,-1,4,7.25,7.5,5.6
2027671,2002,8.2,8,-1,3.75,-1,-1,-1,4,4,3.25,7.8
2027672,2002,7.4,6.5,-1,5.5,-1,-1,-1,4.5,6.5,5.5,9.2
2027673,2002,8,4.75,-1,5.83,-1,-1,-1,4.75,7.75,5,7.4
2027674,2002,7.2,6,-1,6.42,-1,-1,-1,6,7.25,6,4.8
2027675,2002,8.4,6.5,-1,5.92,-1,-1,-1,5.75,8,4,7.4
2027676,2001,8.6,6.5,-1,6.58,-1,-1,-1,5.75,7.75,6.25,9
2027677,2002,7.8,5.25,-1,6,-1,-1,-1,5.25,6.75,6,5.2
2027678,2002,6.8,4.75,-1,5.75,-1,-1,-1,6.25,3.75,7.25,6.6
2027679,2002,8,7,-1,5.5,-1,-1,-1,5,7,4.5,6.8
2027680,2002,8.8,5.5,-1,5.67,-1,-1,-1,4.25,7.5,5.25,8
2027681,2002,5.2,6.5,-1,3.67,-1,-1,-1,3.25,2.75,5,4
2027682,2001,7.2,6.75,-1,4.75,-1,-1,-1,4.75,5.75,3.75,3.8
2027683,2002,8.8,6.5,-1,7.75,-1,-1,-1,7.75,7.5,8,5.2
2027684,2002,7.8,5.25,-1,4.83,-1,-1,-1,4.5,6.5,3.5,6.6
2027685,2002,9,5,-1,6.75,-1,-1,-1,5,8.25,7,5.6
2027686,2002,9.2,6.75,-1,5.75,-1,-1,-1,4.75,8.5,4,9.2
2027687,2002,8.8,8.5,-1,5.92,-1,-1,-1,4.75,6.25,6.75,8.8
2027688,2002,6.4,6.5,-1,5.58,-1,-1,-1,5.5,5.25,6,5.6
2027689,2002,7.8,6.75,-1,5.83,-1,-1,-1,4.75,5.75,7,5
2027690,2002,8,7,-1,7,-1,-1,-1,6,7.75,7.25,7
2027691,2002,6,7.25,-1,3.42,-1,-1,-1,3.75,3.5,3,5.8
2027692,2002,9.2,7.5,-1,7.5,-1,-1,-1,5.5,8.75,8.25,7.4
2027693,2002,7,6.75,-1,5.42,-1,-1,-1,6,3,7.25,5.4
2027694,2002,7.4,6.5,-1,6.75,-1,-1,-1,5.5,7,7.75,5.2
2027695,2002,9.2,5.5,-1,7.17,-1,-1,-1,5.5,8,8,7.2
2027696,2002,7.2,6,-1,5.92,-1,-1,-1,4.75,7.5,5.5,6.4
2027697,2002,8.4,4.5,-1,7.08,-1,-1,-1,5.5,8,7.75,6
2027698,2002,9.4,5.5,-1,6.92,-1,-1,-1,4.5,8.25,8,7.2
2027699,2002,8,6.75,-1,6,-1,-1,-1,6.5,6,5.5,5.8
2027700,2002,7.2,7.75,7.75,-1,6.5,8.25,8.5,-1,-1,-1,8.6
2027701,2002,8.4,6,-1,6.5,-1,-1,-1,4.25,7.5,7.75,7.4
2027702,2002,8.4,7.25,-1,7.33,-1,-1,-1,5.75,8.75,7.5,6.4
2027703,2002,7.6,8.5,8.08,-1,7.25,7.75,9.25,-1,-1,-1,7
2027704,2002,8.6,5.75,-1,5.33,-1,-1,-1,3.5,8,4.5,7
2027705,2002,7.2,6.25,-1,6.25,-1,-1,-1,4.5,7,7.25,6.4
2027706,2002,8.6,7,-1,6.58,-1,-1,-1,6.75,5,8,8.8
2027707,2002,8,7.75,8.42,-1,8.5,8,8.75,-1,-1,-1,6
2027708,2002,7.4,8,7.42,-1,6.25,7.75,8.25,-1,-1,-1,8.4
2027709,2002,6.2,7.5,-1,4.58,-1,-1,-1,5.75,4,4,6.2
2027710,2002,8.2,5.75,-1,7.42,-1,-1,-1,6.75,7.75,7.75,6.2
2027711,2002,8.2,6.5,-1,6.75,-1,-1,-1,5,7.5,7.75,4.2
2027712,2002,8.2,7.25,6.42,-1,4,7.75,7.5,-1,-1,-1,5.8
2027713,2002,7.8,5.75,-1,7,-1,-1,-1,6.25,7,7.75,4.6
2027714,2002,9,8.5,-1,6.42,-1,-1,-1,4.75,7.25,7.25,9
2027715,2002,7.6,6.5,-1,5.75,-1,-1,-1,4.5,6.75,6,7
2027716,2002,7.6,6,-1,6.92,-1,-1,-1,5.75,7.5,7.5,6.2
2027717,2002,8.8,7.75,-1,7.58,-1,-1,-1,7.75,6.5,8.5,7.8
2027718,2002,8.2,5,-1,7.92,-1,-1,-1,6.75,8.75,8.25,7.6
2027719,2002,9,5.25,-1,5.83,-1,-1,-1,5,4,8.5,5.8
2027720,2002,8.4,6.25,-1,5.58,-1,-1,-1,5.5,5.5,5.75,6.6
2027721,2002,7.4,6.25,-1,5.17,-1,-1,-1,5.5,4.75,5.25,4.6
2027722,2002,8.2,6.5,-1,7.92,-1,-1,-1,7.75,7.25,8.75,8.6
2027723,2002,7.6,6.5,-1,5.58,-1,-1,-1,3.25,7,6.5,5
2027724,2002,7.6,7.25,6.83,-1,5.75,7,7.75,-1,-1,-1,5.4
2027725,2002,9,7.75,-1,8.08,-1,-1,-1,8,8.5,7.75,8.6
2027726,2002,8,5.75,-1,6.75,-1,-1,-1,5.25,7.25,7.75,5
2027727,2002,7.6,5.75,-1,6.75,-1,-1,-1,5.25,7.5,7.5,6.4
2027728,2002,9,7,-1,7.33,-1,-1,-1,6.25,7.75,8,7.6
2027729,2002,9.4,8.25,-1,6.83,-1,-1,-1,4.75,8,7.75,8.8
2027730,2001,7.4,4.25,-1,4.17,-1,-1,-1,5.5,3,4,5
2027731,2002,9,6.25,-1,6.92,-1,-1,-1,6,6.75,8,6.2
2027732,2002,8.6,5.75,-1,6.58,-1,-1,-1,5.5,7.75,6.5,8
2027733,2002,8.6,8.25,6.83,-1,5.25,6.25,9,-1,-1,-1,6.6
2027734,2002,5.6,6,-1,5.58,-1,-1,-1,4.75,6.75,5.25,4.4
2027735,2002,6.8,7,5.75,-1,3.75,6.25,7.25,-1,-1,-1,6.4
2027736,2002,7.6,8,6.67,-1,5,7.75,7.25,-1,-1,-1,6.6
2027737,2002,8.8,8.25,-1,7.83,-1,-1,-1,8.25,7,8.25,7.4
2027738,2002,8.2,6.25,-1,7.08,-1,-1,-1,5,8,8.25,5.4
2027739,2002,8.8,6.75,7.92,-1,7.25,7.75,8.75,-1,-1,-1,7.8
2027740,2002,9.4,6.25,-1,7.33,-1,-1,-1,7.25,6.25,8.5,4
2027741,2002,8.4,6.5,-1,6.92,-1,-1,-1,5.5,7.25,8,5.4
2027742,2002,8.6,7,7.58,-1,6.25,7.75,8.75,-1,-1,-1,6.2
2027743,2002,8.2,6.5,-1,6.67,-1,-1,-1,6,7.25,6.75,7.8
2027744,2002,8.4,7.25,6.5,-1,4.5,7,8,-1,-1,-1,7.2
2027745,2002,7,6.5,6.25,-1,4,6,8.75,-1,-1,-1,4.8
2027746,2002,8,6.5,-1,6.25,-1,-1,-1,7.75,4.25,6.75,8.6
2027747,2002,9.2,8,-1,7.5,-1,-1,-1,5.75,8.75,8,7.2
2027748,2002,9.2,8,-1,6.33,-1,-1,-1,6.75,5.75,6.5,8.2
2027749,2002,8.6,6.5,-1,6.33,-1,-1,-1,5.5,7,6.5,5
2027750,2002,8,7.75,-1,6.92,-1,-1,-1,5.5,7,8.25,6.8
2027751,2002,8,4.75,-1,7.25,-1,-1,-1,5.75,8.75,7.25,5.4
2027752,2002,8.2,8.25,-1,5.75,-1,-1,-1,5.75,7,4.5,7.6
2027753,2002,7.4,7,-1,5.83,-1,-1,-1,3.75,6.25,7.5,5
2027754,2002,7.2,5.75,-1,6.33,-1,-1,-1,5.25,6.5,7.25,8
2027755,2002,8.4,6,-1,5.92,-1,-1,-1,2.75,7,8,6.2
2027756,2002,8.4,8,6.75,-1,5.25,6.75,8.25,-1,-1,-1,8.4
2027757,2002,9,7.5,-1,6.58,-1,-1,-1,4.5,7.25,8,5.8
2027758,2002,5.4,7.75,5.17,-1,2.75,5.5,7.25,-1,-1,-1,5.4
2027759,2002,7.8,4.5,-1,5.67,-1,-1,-1,5,5,7,7.6
2027760,2002,7.2,7.25,8.25,-1,7.25,8,9.5,-1,-1,-1,7.8
2027761,2002,8,7.5,-1,6.42,-1,-1,-1,5.5,7,6.75,6
2027762,2002,8.8,5.5,-1,7.33,-1,-1,-1,5.75,8,8.25,5.2
2027763,2002,9.2,7,-1,7.58,-1,-1,-1,7,8.25,7.5,6.6
2027764,2002,8,7.75,7.58,-1,6.75,7.75,8.25,-1,-1,-1,7.4
2027765,2002,8.2,6.75,-1,6.25,-1,-1,-1,6.5,7.5,4.75,6
2027766,2002,8.8,6.75,-1,6.58,-1,-1,-1,6.25,6.25,7.25,6.8
2027767,2002,8.4,6.5,-1,4.83,-1,-1,-1,5.75,5,3.75,6.6
2027768,2002,7.6,8,6.33,-1,4.25,7,7.75,-1,-1,-1,7.8
2027769,2002,8.2,6,-1,5.67,-1,-1,-1,4.75,4.25,8,5.8
2027770,2002,8.8,7.5,-1,6.33,-1,-1,-1,5,8,6,7.6
2027771,2002,8.2,5.75,-1,5.92,-1,-1,-1,3.75,7.75,6.25,5.8
2027772,2002,7.8,7.75,6.92,-1,5.25,7,8.5,-1,-1,-1,7.8
2027773,2002,9.8,8,-1,8.58,-1,-1,-1,7.5,9.25,9,6.8
2027774,2002,8.8,8.25,-1,6.42,-1,-1,-1,4.5,7.5,7.25,8
2027775,2002,8.8,8.75,-1,5.33,-1,-1,-1,4.75,5.5,5.75,9.6
2027776,2002,7.8,7.25,6.83,-1,5,8,7.5,-1,-1,-1,6.4
2027777,2002,7.8,7.5,-1,5.92,-1,-1,-1,4.25,7.5,6,8.4
2027778,2002,9,6,-1,7.25,-1,-1,-1,7.25,7.25,7.25,9.4
2027779,2002,7.4,6.75,-1,4.33,-1,-1,-1,5.25,4.25,3.5,6.8
2027780,2002,7.8,7,-1,6.92,-1,-1,-1,6,6.75,8,7
2027781,2002,7.4,7,-1,5.83,-1,-1,-1,5,6.5,6,8.8
2027782,2002,7.4,6.5,6.42,-1,4,7,8.25,-1,-1,-1,4.2
2027783,2002,8.4,5.75,-1,5.75,-1,-1,-1,3.5,7.75,6,7.8
2027784,2002,8.2,7.5,-1,5.75,-1,-1,-1,5.25,8,4,8.8
2027785,2002,8.8,7,-1,7.92,-1,-1,-1,8,8.5,7.25,8.2
2027786,2002,8,6.75,-1,6.08,-1,-1,-1,5.25,7,6,7.6
2027787,2002,8.2,7,7.5,-1,5.25,7.5,9.75,-1,-1,-1,7.4
2027788,2002,7,6.25,-1,6.25,-1,-1,-1,5.5,6.25,7,5
2027789,2002,7.8,7.75,-1,6.67,-1,-1,-1,5.75,7.75,6.5,5.8
2027790,2002,8.6,8,-1,4.67,-1,-1,-1,4.75,4.25,5,7
2027791,2002,8.2,6.25,-1,5.67,-1,-1,-1,4.75,8,4.25,5
2027792,2002,7.4,6.75,-1,5,-1,-1,-1,5.25,4.5,5.25,8
2027793,2002,9.4,6.5,-1,6.5,-1,-1,-1,5,8.25,6.25,7.6
2027794,2002,7.2,7.75,-1,5.67,-1,-1,-1,5.75,4.5,6.75,7.8
2027795,2002,9,6.75,-1,7.58,-1,-1,-1,5,8.75,9,5
2027796,2002,8.2,5.5,-1,5.83,-1,-1,-1,5.75,5.5,6.25,3.6
2027797,2002,9,5.33,-1,7.25,-1,-1,-1,5.75,8.5,7.5,8
2027798,2002,7.6,7.5,-1,4.58,-1,-1,-1,3.5,3.5,6.75,5.2
2027799,2002,8.4,7.25,-1,6.83,-1,-1,-1,5,7.25,8.25,8.4
2027800,2002,8.4,6.5,-1,5.33,-1,-1,-1,4.75,7.25,4,6.2
2027801,2002,8.6,7.25,-1,7.58,-1,-1,-1,7,8,7.75,5.2
2027802,2002,8,6.25,-1,8,-1,-1,-1,7.75,8.25,8,9
2027803,2002,7.2,6.75,7.17,-1,7.5,6.5,7.5,-1,-1,-1,5.2
2027804,2002,7.4,7.25,6.67,-1,5.5,6.75,7.75,-1,-1,-1,7
2027805,2002,7.2,6.5,8.25,-1,6.5,8.75,9.5,-1,-1,-1,-1
2027806,2002,7.8,6.5,-1,5.83,-1,-1,-1,5,6.75,5.75,5.6
2027807,2002,9,6.75,-1,6.92,-1,-1,-1,4.75,7.25,8.75,5.4
2027808,2002,7.2,6.75,-1,5.67,-1,-1,-1,4.5,6.75,5.75,6.4
2027809,2002,8.4,6.25,-1,8.42,-1,-1,-1,8.25,9.25,7.75,8.4
2027810,2002,8,6.5,-1,7,-1,-1,-1,4.75,8.25,8,5.8
2027811,2002,8.4,4,-1,6.92,-1,-1,-1,4.25,8.75,7.75,7.8
2027812,2002,8.6,7.25,-1,6.58,-1,-1,-1,3.75,8.25,7.75,6.8
2027813,2002,8.4,8.25,8.33,-1,8,7.25,9.75,-1,-1,-1,8.6
2027814,2002,9.2,5.5,-1,5.67,-1,-1,-1,5,8.75,3.25,7.4
2027815,2002,8.4,7.75,7.58,-1,6.25,7.25,9.25,-1,-1,-1,8.6
2027816,2002,8.4,8,6.25,-1,4.25,6.5,8,-1,-1,-1,6.4
2027817,2002,8.6,9,-1,6.75,-1,-1,-1,6.5,7,6.75,8.8
2027818,2002,9.4,8.25,-1,7.5,-1,-1,-1,5.5,9,8,8.2
2027819,2002,8,8,-1,7.08,-1,-1,-1,6.75,6.25,8.25,6.4
2027820,2002,9,6.75,-1,6.75,-1,-1,-1,5.5,7.75,7,7.4
2027821,2002,8.2,7.5,-1,6.75,-1,-1,-1,5,8,7.25,7.6
2027822,2002,7,7.5,6.58,-1,4.5,7.5,7.75,-1,-1,-1,6.4
2027823,2002,7.6,6.5,-1,6.42,-1,-1,-1,4.25,7.5,7.5,6.2
2027824,2002,8,7.25,-1,7.25,-1,-1,-1,7.25,6.25,8.25,6.6
2027825,2002,8.6,7.75,8,-1,6.5,8.5,9,-1,-1,-1,7.2
2027826,2002,7.6,7.5,-1,5,-1,-1,-1,4.25,6.25,4.5,7.2
2027827,2002,8,7,-1,5.42,-1,-1,-1,5.75,6.25,4.25,5
2027828,2002,9,6.75,-1,6.83,-1,-1,-1,4.25,8,8.25,3.2
